Gender,Age,Height,Weight,BMI,BMIcase
Female,56,175.164422,97.81474487,31.8795752,obese
Male,20,186.5048445,51.03904824,14.67311538,sever thinness
Female,52,177.5104159,84.75236149,26.89701745,severe obese
Female,18,166.7971718,81.33547288,29.23496856,over weight
Female,60,155.3311451,82.84885504,34.33755937,severe obese
Male,60,186.7887197,71.63422543,20.53143377,normal
Male,28,187.9704814,80.8028151,22.86900052,normal
Female,37,170.001837,77.32662703,26.75604011,severe obese
Male,39,181.8462271,108.5113577,32.81456171,obese
Male,65,171.6240472,72.63604535,24.66016129,normal
Female,23,180.2116695,73.69568961,22.69218248,severe obese
Female,21,173.4400548,91.45244878,30.4016066,obese
Female,37,159.7476574,88.80767132,34.80017966,obese
Male,62,192.1868686,65.99669011,17.86795022,mild thinness
Male,60,178.0914264,77.03780064,24.2894595,normal
Female,56,150.9585059,78.49999799,34.44724297,obese
Male,61,179.6913427,55.40359949,17.15867204,mild thinness
Female,32,177.3194583,84.16366435,26.76774855,over weight
Male,64,192.9775116,67.98808084,18.25657804,mild thinness
Female,28,178.5988994,61.85454014,19.39161704,normal
Female,19,162.3567774,80.23977947,30.44029672,obese
Male,62,177.5765195,57.67465277,18.2900086,mild thinness
Female,51,180.0999332,86.40111228,26.6374244,over weight
Male,56,176.606442,65.32591774,20.94461769,normal
Female,43,181.6848847,109.4857658,33.16805961,severe obese
Female,32,173.8683231,70.91545392,23.45848473,normal
Male,52,177.8561571,93.2586752,29.48162604,over weight
Female,25,182.2132834,101.3739463,30.53277554,severe obese
Female,25,158.9855392,76.62381246,30.31436733,obese
Male,52,185.0461565,79.89804168,23.33329097,normal
Female,60,180.5351563,105.2336184,32.28724067,severe obese
Female,54,182.8984828,81.25445693,24.28997044,normal
Female,30,175.9692199,101.31946,32.72046366,severe obese
Female,57,182.2389109,90.37112155,27.21118466,severe obese
Female,52,163.5761761,60.12269024,22.4697532,normal
Male,28,182.2725363,103.1910175,31.05985481,obese
Male,34,175.4278553,94.41121059,30.6779587,obese
Female,44,169.4897096,99.63590865,34.68400296,severe obese
Male,34,185.4727333,79.51233093,23.11395912,normal
Female,57,173.4164248,104.0922862,34.61290819,severe obese
Male,50,191.1045401,54.39636984,14.89456788,sever thinness
Female,60,175.6548713,86.6817102,28.0935793,over weight
Female,33,175.10598,51.97163247,16.94979316,moderate thinness
Male,38,184.2270426,65.82080464,19.39351035,normal
Female,20,158.6365197,78.39999276,31.15370305,obese
Male,28,187.7187876,108.5259537,30.79768903,obese
Male,49,173.0229957,60.03164026,20.05268612,normal
Female,63,151.6026766,50.45983322,21.95493081,normal
Female,30,176.4530319,59.14946849,18.9973313,normal
Male,51,190.2374108,79.89271304,22.07574234,normal
Female,58,173.5760945,87.25816282,28.96184599,over weight
Male,21,193.8521765,91.91304831,24.45883722,normal
Male,31,187.3450509,64.40786448,18.35077669,mild thinness
Female,56,175.3021174,102.8477617,33.467288,obese
Female,48,169.9483066,97.51098366,33.7613539,severe obese
Female,63,180.3669064,105.6249561,32.46779749,severe obese
Male,28,176.2236768,82.15756947,26.45568837,over weight
Female,44,160.6137936,51.49025038,19.95994424,normal
Female,32,177.5402412,107.6201469,34.14286569,severe obese
Female,51,162.3595141,75.68711799,28.71220081,over weight
Male,37,185.927487,93.18685543,26.95674547,over weight
Female,50,180.0928288,109.6776994,33.81625366,severe obese
Male,58,184.6391097,78.17198694,22.92998424,normal
Female,61,162.7404214,54.40225519,20.54121039,normal
Male,28,186.7018814,69.02048425,19.80070317,normal
Male,19,188.685572,91.29103495,25.64193205,over weight
Female,63,170.5793277,91.07634784,31.30061063,severe obese
Male,49,191.8445832,101.2616332,27.5135003,over weight
Male,65,174.6326949,62.3857766,20.45664807,normal
Female,52,166.1132794,70.95221159,25.71326543,over weight
Female,58,176.6975288,109.032357,34.92162538,severe obese
Female,30,177.2552495,101.1730211,32.20078852,obese
Female,48,166.5575334,87.36057455,31.49103395,severe obese
Male,64,195.7666213,80.95715159,21.12408608,normal
Female,23,180.9117452,62.4026622,19.06643913,normal
Male,61,187.2368861,90.71566726,25.87613925,over weight
Male,28,189.6408172,87.04643602,24.20401192,normal
Male,43,171.0543548,85.00894945,29.05336089,over weight
Male,36,183.1292423,77.51196414,23.11284171,normal
Male,21,173.1471599,79.87594287,26.64313056,over weight
Male,43,190.6562764,107.4216776,29.55219316,over weight
Female,41,180.2420364,102.7881023,31.63957761,severe obese
Male,59,182.5127793,95.16717673,28.56936769,over weight
Male,32,181.8678417,69.61526348,21.04711846,normal
Male,58,173.4890261,51.26916939,17.03382822,mild thinness
Male,26,197.1498432,80.86801601,20.8057759,normal
Female,60,153.0826101,67.86766712,28.96084333,over weight
Male,29,180.7066858,57.17040207,17.50744637,mild thinness
Male,42,190.3223122,98.22245479,27.11635889,over weight
Female,65,176.6196945,70.01213157,22.44373032,normal
Male,45,185.6995218,96.58749534,28.00911156,over weight
Female,19,163.474811,62.29458161,23.31033878,normal
Male,65,185.5541092,107.7977439,31.30895111,obese
Male,50,187.4904088,65.38502878,18.60031106,normal
Female,21,173.7667538,101.8740947,33.73885866,severe obese
Female,28,182.8167994,75.99515104,22.73807421,normal
Male,41,172.1574386,66.30900034,22.3728286,normal
Male,24,195.9666182,83.87607983,21.84107089,normal
Male,30,174.9622621,101.0241168,33.00169849,obese
Male,56,172.9329755,69.22309621,23.14703628,normal
Female,21,147.2980805,63.97196499,29.48461872,over weight
Female,27,147.6208796,74.73674248,34.29561435,obese
Male,63,197.6696432,100.131476,25.62658059,over weight
Female,39,170.1177476,50.18133085,17.33975381,mild thinness
Female,47,143.2323125,55.052744,26.8347135,over weight
Female,34,161.9885815,67.59961552,25.76175356,over weight
Female,53,153.7508847,56.42130835,23.86755356,normal
Male,56,179.5728659,95.04164635,29.47355507,over weight
Female,48,173.4041161,96.92292055,32.23351654,severe obese
Female,61,182.6904395,109.8076725,32.90038991,severe obese
Male,27,170.3628898,67.9234409,23.40290028,normal
Female,52,143.1008441,66.80113159,32.62116208,obese
Male,25,175.6920649,88.89793572,28.79966143,over weight
Female,54,164.7019755,89.11336975,32.85074701,obese
Male,30,179.7963241,75.71847885,23.4228784,normal
Female,53,170.9872681,70.85581635,24.23527539,normal
Male,49,190.1972698,100.137188,27.68132246,over weight
Female,36,174.5728022,97.19500869,31.89266395,obese
Male,51,190.7959198,90.29046621,24.80297236,normal
Female,58,182.2617542,109.7375579,33.03423085,severe obese
Female,54,160.0058198,82.38172288,32.17801958,obese
Female,61,171.3083198,63.06120952,21.4884646,normal
Female,21,167.1299566,61.40369799,21.98294767,normal
Male,63,180.4650487,95.64332763,29.36760105,over weight
Male,59,187.0867083,69.04727438,19.72698307,normal
Female,20,147.0261165,71.93856918,33.27919584,obese
Female,24,170.7590035,76.1715877,26.12316446,severe obese
Male,38,191.9857633,104.1163819,28.24756508,over weight
Female,63,171.8242083,91.93914782,31.14094383,severe obese
Female,31,176.1277304,61.16410066,19.71701272,normal
Female,52,164.8956222,80.16796958,29.48374407,over weight
Male,53,190.1462667,68.27225611,18.88289807,normal
Female,39,180.0689491,104.040739,32.08675279,severe obese
Female,39,162.3059794,81.8051943,31.05359191,obese
Male,65,179.4669256,69.10612831,21.45594839,normal
Male,25,186.3524413,79.02729292,22.75657675,normal
Female,63,151.4927385,61.94638496,26.99183027,over weight
Female,61,175.9137478,60.56675511,19.57197914,normal
Female,62,181.2965138,98.57979356,29.99224662,over weight
Male,55,185.7902559,93.41712385,27.06329217,over weight
Male,40,191.6536029,103.7859363,28.25559986,over weight
Female,55,155.157644,55.21273412,22.9346914,normal
Male,51,185.5776254,108.6607888,31.55161738,obese
Male,60,180.130919,74.96634576,23.10414025,normal
Male,62,178.8613349,74.37290359,23.24779685,normal
Female,22,164.8492345,79.10277205,29.10836644,over weight
Male,41,189.7111262,90.31793616,25.09506939,over weight
Female,59,152.6639277,55.35964775,23.75310862,normal
Male,22,189.1926278,94.73782367,26.46762574,over weight
Female,45,176.6655904,97.53905337,31.25176848,obese
Male,24,184.4065372,78.70817228,23.14553385,normal
Female,28,167.7649517,94.37742713,33.53247901,obese
Male,47,186.0231034,69.27108795,20.01788722,normal
Female,29,144.0944377,50.19903002,24.17691548,normal
Male,47,197.6983178,64.46062664,16.49257909,moderate thinness
Female,31,177.4546375,109.9594337,34.91867754,severe obese
Female,39,172.1446411,61.57335884,20.7780999,normal
Male,26,175.0649422,88.55598154,28.89478928,over weight
Female,56,176.5240331,77.58561256,24.89851874,normal
Male,26,191.876863,69.31963218,18.82829658,normal
Male,21,182.6063726,98.40417755,29.51084716,over weight
Female,48,172.000315,90.17235922,30.47999895,severe obese
Female,47,175.6681045,81.76497342,26.49607043,over weight
Male,37,180.1807766,87.4336704,26.93157803,over weight
Female,44,153.1828943,70.65251753,30.10974654,obese
Female,48,179.7101499,96.83789136,29.98472784,over weight
Male,54,182.3197205,52.77102628,15.87553054,sever thinness
Female,58,168.986261,77.26861672,27.05828979,over weight
Male,62,189.5166795,55.40851796,15.4270063,sever thinness
Male,34,188.1370911,87.46742693,24.71140856,normal
Male,24,176.4943283,75.74858401,24.3171689,normal
Female,44,177.4307803,95.15715489,30.22619803,severe obese
Female,29,164.8632382,83.73715089,30.80849819,obese
Female,30,168.2443451,92.03004673,32.51237465,severe obese
Male,25,192.8054334,65.04676641,17.49795015,mild thinness
Male,30,180.869581,75.21426859,22.99159877,normal
Male,62,170.2781351,97.16441664,33.51116123,obese
Male,61,189.8454928,104.9235659,29.11202798,over weight
Female,50,170.3230102,96.49856282,33.26397898,obese
Female,56,166.6257672,79.26138626,28.54810856,over weight
Female,59,172.3119289,64.26065691,21.64285115,normal
Female,64,182.8025967,96.49967683,28.87760276,severe obese
Female,48,177.3137175,108.6820109,34.56789987,obese
Female,37,151.548552,60.04063208,26.14217233,over weight
Female,53,156.048886,76.41863941,31.38180763,obese
Female,34,182.3195767,60.80929558,18.29377632,mild thinness
Female,26,164.3694778,77.64325382,28.73832001,over weight
Male,24,176.654252,83.21374672,26.66532529,over weight
Male,34,175.1274546,95.89355901,31.26662224,obese
Male,63,193.5457667,86.40551449,23.06609662,normal
Female,23,172.2244136,64.26925701,21.66775168,normal
Female,24,172.7697657,74.72242048,25.03314661,severe obese
Female,57,163.9460111,89.98555369,33.47889262,severe obese
Female,59,154.4687359,82.88475908,34.73709483,severe obese
Female,61,178.1723409,100.1839201,31.55857968,severe obese
Female,60,165.3321623,89.7776397,32.84380702,severe obese
Male,32,188.5642247,76.77289695,21.59182388,normal
Female,45,159.0262352,86.57579209,34.23410028,obese
Male,22,174.1711026,73.23309306,24.14099548,normal
Female,52,174.3286477,94.969257,31.24967593,severe obese
Male,64,196.7348798,83.56424056,21.59025353,normal
Male,40,195.7378937,71.93439665,18.77529563,normal
Female,65,170.6396278,97.15799288,33.36712162,obese
Female,52,178.1456736,109.3769238,34.46475099,severe obese
Female,39,163.8252093,64.27745294,23.9495411,normal
Female,52,149.4336545,75.77756493,33.93468409,obese
Male,65,188.4676572,78.55857866,22.11668096,normal
Female,52,170.8250205,99.22974199,34.00469618,obese
Female,53,172.5151624,101.6142346,34.14286864,severe obese
Female,50,171.1557548,66.88278084,22.83133518,normal
Female,52,158.0398341,84.73893975,33.92734659,obese
Female,38,155.8198291,75.86615908,31.24659154,severe obese
Male,65,178.753503,63.03548063,19.72767687,normal
Male,35,173.2761216,93.91613801,31.27971503,obese
Female,42,174.2119091,105.2439074,34.67698125,obese
Male,59,197.3493113,70.8033947,18.17953835,mild thinness
Female,56,155.3168784,64.49460667,26.7353634,over weight
Male,47,178.1961942,75.78967447,23.86784413,normal
Female,53,161.4703904,57.41678782,22.02181457,normal
Female,60,179.6312983,63.0066732,19.52641574,normal
Female,50,169.140958,69.07731917,24.14559449,normal
Male,62,186.3589469,96.17884111,27.69357637,over weight
Male,21,173.9640407,98.37117602,32.5049042,obese
Male,41,196.2305197,70.87370183,18.40568601,mild thinness
Female,65,151.9338036,70.52015159,30.54952181,obese
Male,26,192.6080894,91.9043742,24.77348674,normal
Male,29,184.8156877,71.70011792,20.99143867,normal
Male,41,190.1582678,63.43410151,17.54253564,mild thinness
Female,38,168.4557456,52.01533016,18.32988342,mild thinness
Female,33,173.8717063,98.18237228,32.47698383,obese
Female,57,176.5312509,63.96003351,20.52416443,normal
Male,29,180.1079215,75.09303139,23.14909449,normal
Male,24,184.90717,88.59479558,25.91198637,over weight
Male,26,170.1443865,96.05276646,33.17986597,obese
Female,61,167.9196652,92.2006556,32.69873035,severe obese
Male,24,179.029502,56.75380438,17.70703198,mild thinness
Male,30,185.9601062,81.13744582,23.46290387,normal
Male,56,183.9934851,82.24705357,24.2949191,normal
Male,20,187.6321965,81.03520137,23.01754446,normal
Male,22,179.3439004,81.19789331,25.2447771,over weight
Male,26,185.7243257,86.54797449,25.09107842,over weight
Female,36,156.7368426,66.14082896,26.92324765,over weight
Female,54,175.162049,79.53952995,25.92405813,severe obese
Male,29,184.2807882,58.55793838,17.24350931,mild thinness
Male,23,174.5403221,93.94396452,30.83737044,obese
Female,25,171.7660127,95.94092561,32.51841996,obese
Male,46,185.752053,85.59451094,24.80725266,normal
Female,51,147.6666028,61.46769142,28.18917302,over weight
Male,24,185.6246354,72.23002828,20.96266808,normal
Female,45,146.6717949,64.96214722,30.19723357,obese
Male,27,181.6390034,77.36633336,23.44951118,normal
Female,56,166.4171019,91.03300898,32.87024859,obese
Female,42,174.1014808,105.8304024,34.9144751,obese
Male,33,170.6287913,76.54763665,26.29221396,over weight
Male,53,188.6392747,82.10792035,23.07388993,normal
Female,23,177.8755234,105.4886732,33.34060284,severe obese
Female,42,168.3144115,94.38928836,33.31809069,severe obese
Male,47,190.7279149,58.97635278,16.21247761,moderate thinness
Female,47,160.9862119,55.44328728,21.39299599,normal
Female,65,166.6467159,66.45842734,23.93076275,normal
Male,26,184.132472,82.30711773,24.27597191,normal
Female,59,155.7220211,55.45389524,22.86820065,normal
Female,26,162.5384765,74.05184012,28.03002502,over weight
Male,46,187.5742644,68.6557962,19.51329921,normal
Female,43,179.0073416,100.9039119,31.48954006,severe obese
Female,28,159.6482902,68.64297607,26.9319352,over weight
Female,56,164.4624759,72.00754009,26.62222361,over weight
Female,18,178.1124306,92.54327779,29.17134257,severe obese
Female,40,176.9302102,85.16322698,27.20496192,over weight
Female,29,174.7679174,87.74118477,28.72632516,severe obese
Male,49,185.0653145,63.26459479,18.47186183,mild thinness
Male,33,182.9334945,50.5982716,15.11991051,sever thinness
Female,27,177.3312495,92.08537952,29.28330791,over weight
Male,37,190.2121933,82.39305568,22.77266737,normal
Female,27,172.5531045,76.41340104,25.66397804,over weight
Female,57,168.4908569,77.41627506,27.26965182,over weight
Male,25,196.2451185,58.73726567,15.25162084,sever thinness
Male,23,186.1158096,107.3184241,30.98187911,obese
Female,54,175.2861771,57.08489291,18.57915046,normal
Female,23,158.8268027,60.94229528,24.15856981,normal
Female,43,139.6397842,52.40593294,26.87584444,over weight
Male,56,195.8437666,82.33709079,21.4672301,normal
Female,48,166.2321938,87.24472766,31.57249613,obese
Female,55,177.0460777,91.91121776,29.32215605,severe obese
Male,19,177.4101181,91.27811396,29.00079395,over weight
Female,59,164.9838001,86.83291227,31.90081378,severe obese
Male,42,177.6211053,61.85991629,19.60740826,normal
Male,42,186.6631831,102.0502572,29.28847563,over weight
Female,59,178.6784525,109.5465438,34.31265431,obese
Male,21,190.9287129,73.60938923,20.19252943,normal
Female,42,140.8985954,55.77044646,28.09252614,over weight
Male,24,191.1078034,53.96777497,14.77670733,sever thinness
Female,28,174.3975489,74.39163335,24.45926153,normal
Female,50,175.2308151,61.22340994,19.93868685,normal
Female,21,139.2930258,58.43949029,30.11949419,obese
Male,20,173.1812019,73.34926745,24.45649873,normal
Male,19,171.9637891,94.45543652,31.94132648,obese
Female,65,169.1974104,74.85850852,26.1489194,over weight
Male,29,181.6786618,107.3868244,32.53442647,obese
Male,28,192.0994059,62.10900041,16.83071229,moderate thinness
Male,22,187.8146971,93.09600994,26.39197672,over weight
Female,20,160.3386053,88.59250217,34.46043573,severe obese
Female,61,176.1458011,106.6745765,34.38082841,severe obese
Male,47,197.0041744,55.79866858,14.3771558,sever thinness
Male,23,176.4331407,84.83098782,27.25173732,over weight
Female,64,178.9795064,87.41040486,27.28704579,severe obese
Male,44,176.3514064,52.89232084,17.00727636,mild thinness
Male,19,177.2895267,108.6161029,34.55636522,obese
Female,23,155.4406384,54.58824699,22.59279728,normal
Male,19,196.4018411,61.73400336,16.00417648,moderate thinness
Male,54,197.8528312,100.1883811,25.59368499,over weight
Female,53,179.0916498,64.86534293,20.22376658,normal
Male,32,170.2458629,91.89989788,31.70749223,obese
Female,44,162.1964253,91.07846134,34.62048347,obese
Female,47,156.5703422,53.42347526,21.79280509,normal
Male,52,192.299301,108.6682391,29.38645633,severe obese
Female,59,160.2124757,70.06819772,27.29783999,over weight
Male,39,192.0206145,52.48121502,14.23338415,sever thinness
Female,45,172.7513975,95.19532192,31.89866211,severe obese
Male,24,191.117139,82.4697288,22.57851088,normal
Female,23,154.7840519,67.9275849,28.35265616,over weight
Male,45,179.8344397,80.163324,24.78734347,normal
Female,24,178.2377364,103.0159956,32.4268937,severe obese
Male,37,180.1675595,94.40243301,29.08238342,over weight
Male,31,193.7412042,53.75885966,14.32207878,sever thinness
Female,18,149.0310246,55.47537997,24.9773817,normal
Male,65,196.8502861,74.80505587,19.30451304,normal
Female,30,180.9995065,89.28046969,27.25220735,severe obese
Male,29,192.7029117,95.655607,25.75928941,over weight
Male,48,183.559375,100.0603158,29.69673672,over weight
Male,38,192.4153256,79.35660889,21.43402738,normal
Female,21,181.4524912,78.46668673,23.83194262,normal
Female,20,175.7658231,103.8179125,33.60496345,severe obese
Female,34,181.8213818,70.63291966,21.36570613,normal
Female,59,164.7200107,52.53342852,19.36167927,normal
Male,61,173.1525637,50.28120541,16.77057019,moderate thinness
Male,60,182.8855205,100.0014175,29.8983699,over weight
Male,46,181.118088,50.82670132,15.49416852,sever thinness
Male,34,184.5517142,93.3272195,27.40136262,over weight
Male,35,185.5773589,108.2551502,31.43392319,obese
Male,29,186.684969,83.4884052,23.95562252,normal
Female,38,182.0487417,107.4550113,32.42285923,severe obese
Male,57,183.2738297,71.37395172,21.24901645,normal
Male,42,179.215276,53.29953383,16.59485109,moderate thinness
Female,19,181.5247614,67.71406272,20.54977742,normal
Male,61,173.6651682,102.8841138,34.11323284,obese
Male,19,174.1175643,86.8615166,28.65116206,over weight
Female,54,179.8883423,108.19669,33.43550873,obese
Male,64,178.6634358,107.0050722,33.52223772,severe obese
Male,31,183.0559672,104.8293337,31.28347903,obese
Female,52,174.7684014,95.35051939,31.2174364,severe obese
Female,20,164.3077197,89.89665353,33.29872373,severe obese
Male,21,195.2073842,81.05578585,21.27117777,normal
Female,27,165.586665,70.93898105,25.87225168,over weight
Female,34,174.0765464,58.71259482,19.37540328,normal
Male,60,190.0584459,73.80103126,20.43092751,normal
Female,63,171.6639275,96.38161902,32.70665487,obese
Male,57,193.0566521,81.09959655,21.75951206,normal
Male,25,184.4387323,56.02396209,16.46908847,moderate thinness
Male,58,188.7321092,78.67360815,22.08703815,normal
Female,36,154.0992109,73.38396362,30.9029782,obese
Male,54,197.4794591,109.6060001,28.10544536,over weight
Female,33,179.8866648,53.50493779,16.53468493,moderate thinness
Female,22,177.3124635,99.03301532,31.4993415,severe obese
Female,42,161.390592,83.75705392,32.15621796,severe obese
Female,20,179.0253959,84.99456997,26.51929015,severe obese
Female,25,171.949762,90.38599175,30.57017815,severe obese
Male,24,191.9700343,50.68127148,13.75246718,sever thinness
Female,31,177.590285,108.7208958,34.47264553,severe obese
Female,35,170.7728932,92.83959103,31.83430306,severe obese
Female,36,176.1140665,95.32953366,30.73543602,obese
Female,31,160.2831766,87.57708847,34.08902821,obese
Male,37,181.4466035,53.9103912,16.37475449,moderate thinness
Male,47,174.0808894,74.58810153,24.61315914,normal
Male,48,185.965596,77.79898075,22.49617566,normal
Male,44,186.9086627,81.89788956,23.44303577,normal
Male,47,175.0715957,89.7318117,29.27622365,over weight
Female,32,166.5684856,62.89961178,22.6705622,normal
Male,52,184.8946681,60.62232226,17.73306452,mild thinness
Female,60,179.559086,74.73338591,23.17927708,normal
Female,37,165.5609858,71.74125359,26.17296679,over weight
Female,27,140.2527819,53.09581222,26.99213892,over weight
Male,56,184.1290125,80.23916709,23.66693204,normal
Male,49,185.6682595,52.2794092,15.16545129,sever thinness
Male,42,176.4923072,108.1009455,34.7038719,obese
Male,59,196.8998573,61.9153857,15.97010531,sever thinness
Female,47,158.8284174,83.6231591,33.14897873,obese
Female,35,164.5709117,78.22286117,28.88201885,over weight
Male,45,192.6118836,50.61850884,13.64404649,sever thinness
Female,59,181.6707171,87.07120105,26.38181521,over weight
Male,44,193.6810315,57.37767084,15.29567813,sever thinness
Male,36,186.9386913,93.38658147,26.72305355,over weight
Male,33,185.1070399,74.10970418,21.6286398,normal
Female,30,179.9953009,107.2968218,33.11803216,severe obese
Male,61,183.3426383,87.03702729,25.89268552,over weight
Female,48,170.1710005,91.24060918,31.50772683,severe obese
Male,22,185.1180336,57.86916366,16.88689291,moderate thinness
Female,50,182.3284101,109.6526092,32.98452851,severe obese
Male,57,181.9661571,57.3094791,17.30793336,mild thinness
Male,61,184.5733021,50.14881397,14.72051154,sever thinness
Female,27,172.3709972,61.89263044,20.8310208,normal
Male,19,195.3164863,94.39672661,24.74452544,normal
Male,31,187.7958615,70.3807795,19.95639253,normal
Female,26,159.6113861,50.29811283,19.7434913,normal
Male,43,189.920896,103.2996438,28.6387015,over weight
Female,38,156.446548,56.11743514,22.92798262,normal
Female,29,170.8641486,72.71777734,24.90799111,normal
Female,40,164.8439907,77.15926588,28.39499833,over weight
Male,37,190.2687096,96.28216932,26.59568135,over weight
Female,24,181.5251323,66.58708407,20.2076808,normal
Male,52,171.1785556,63.9962366,21.84015521,normal
Male,19,194.6963939,92.49265698,24.40009064,normal
Male,20,194.608053,71.51969633,18.88443721,normal
Male,62,173.9485243,51.55357831,17.03794914,mild thinness
Female,29,177.3538968,79.92575316,25.41003523,over weight
Female,44,147.4703015,59.81439084,27.50404362,over weight
Male,22,192.5043796,73.68860416,19.88470266,normal
Male,52,177.2926619,73.11655183,23.26131061,normal
Female,24,170.5661695,73.06035218,25.11284803,severe obese
Female,50,180.0818554,105.7362084,32.60497112,severe obese
Male,23,185.8881721,52.47104947,15.18505037,sever thinness
Female,55,171.4371342,63.53339973,21.61684451,normal
Male,64,191.3955704,81.79511141,22.32870744,normal
Female,60,165.1877196,84.38042768,30.92332655,obese
Male,32,175.412911,83.98453608,27.29456743,over weight
Female,50,169.7229363,92.65541311,32.16545678,severe obese
Female,18,155.9023795,75.0084057,30.8606058,obese
Male,58,174.0701929,103.7653561,34.24550378,obese
Female,59,173.3919067,86.67256405,28.82862972,severe obese
Female,23,155.5845888,72.07512224,29.77503187,over weight
Male,48,195.6496054,79.98390667,20.89510991,normal
Male,60,180.3484687,68.84565383,21.16662474,normal
Male,22,185.7869065,98.44343734,28.5204624,over weight
Male,22,196.7469019,100.6513293,26.00181777,over weight
Male,30,170.5289497,54.33838013,18.68574652,normal
Male,65,176.5907908,69.02447905,22.13436335,normal
Female,23,177.9033354,67.61386004,21.36326114,normal
Female,31,172.4871751,73.34610977,24.65264176,normal
Female,46,171.7177414,93.07035679,31.56320119,obese
Female,45,150.5178929,58.68987114,25.90519679,over weight
Female,51,176.9381285,57.23844222,18.28289423,mild thinness
Male,55,197.5838479,92.36474058,23.65937876,normal
Female,44,139.0244896,53.37812002,27.61726423,over weight
Female,48,154.1392639,58.46495702,24.60758951,normal
Female,22,168.4328715,95.93388825,33.81569684,severe obese
Male,30,180.7990218,87.41006971,26.74048709,over weight
Male,35,171.6156607,70.89493959,24.07140298,normal
Female,46,171.3521547,99.5326146,33.89895207,obese
Male,47,193.6554936,108.3309012,28.88635291,over weight
Female,63,170.8166349,75.67213719,25.9343684,over weight
Male,25,180.1413418,58.85941147,18.13798877,mild thinness
Male,49,188.448586,52.94303072,14.90812525,sever thinness
Male,47,180.2682691,82.55823525,25.4051535,over weight
Male,20,174.4747935,53.95432622,17.72396514,mild thinness
Male,41,180.1383368,54.62647436,16.83413767,moderate thinness
Male,29,186.9731135,93.48893414,26.74249286,over weight
Male,62,184.2767403,77.73491848,22.89154498,normal
Female,45,166.821656,58.58904238,21.05288139,normal
Female,44,143.597768,50.56707448,24.52293514,normal
Male,22,197.7202786,85.73576101,21.93105781,normal
Male,28,195.4041065,83.08652146,21.76021612,normal
Female,42,142.5758044,51.37273703,25.27208327,over weight
Female,48,160.1585091,68.07750497,26.54016362,over weight
Female,20,151.264217,52.91418453,23.12595627,normal
Male,63,180.5682046,99.87959898,30.63333146,obese
Male,28,190.8411837,83.23837128,22.85490238,normal
Female,47,181.3092698,72.74207658,22.12817906,normal
Male,26,180.316307,87.95375481,27.0510655,over weight
Female,28,167.5530578,66.8562765,23.81428074,normal
Female,31,165.5312052,93.2533465,34.03334779,severe obese
Female,32,157.2370051,77.33983758,31.28194363,severe obese
Male,22,187.2287351,107.4913984,30.66399295,severe obese
Male,27,196.3663147,83.60999464,21.68324198,normal
Female,60,173.5508512,96.47807576,32.03134219,severe obese
Male,36,181.7481028,98.26893105,29.74928002,over weight
Female,58,162.8845645,60.48728152,22.79839134,normal
Male,52,189.9499687,52.07233057,14.43206789,sever thinness
Male,21,185.9626703,78.68270969,22.7524286,normal
Female,62,180.4651012,99.52434031,30.55926108,severe obese
Male,49,183.9232438,97.67922155,28.87546285,over weight
Male,52,190.6092206,81.28200158,22.37209106,normal
Male,23,179.3647792,83.05350783,25.81568455,over weight
Male,53,171.1546953,92.89482171,31.71128714,obese
Female,49,156.6464407,77.58633913,31.61871365,severe obese
Female,51,173.3725765,76.01755468,25.29024802,over weight
Female,44,166.4805631,60.75545047,21.92088952,normal
Female,18,158.5045087,77.01523731,30.65444215,obese
Male,56,195.2590231,59.04489605,15.48674467,sever thinness
Female,26,150.5993295,65.19308678,28.74454696,over weight
Male,58,179.7110466,51.90267149,16.07089877,moderate thinness
Male,54,183.5958663,67.77817124,20.1077765,normal
Male,37,173.4769278,102.0294161,33.90329872,obese
Male,31,190.5235128,79.71267804,21.959894,normal
Male,60,180.2311981,100.2128369,30.85058594,obese
Female,47,176.8729768,93.23572437,29.80295857,severe obese
Female,58,169.7579375,62.68966467,21.75383181,normal
Female,58,182.4310556,90.8787511,27.30642264,over weight
Male,65,185.7771802,99.32961254,28.78021328,over weight
Male,22,178.4695309,96.04063701,30.15274587,obese
Female,25,140.5499681,50.97137646,25.80268254,over weight
Male,62,180.8893828,100.0649027,30.58127747,obese
Female,50,157.9516833,68.17163239,27.32468576,over weight
Female,22,177.6004758,97.40862331,30.88226573,obese
Male,53,178.6775887,90.10607069,28.22369602,over weight
Female,61,179.087223,94.26691173,29.39206336,severe obese
Male,57,173.3439,63.38999524,21.09616884,normal
Female,28,163.8648289,54.30640258,20.2245812,normal
Female,37,161.948954,66.99039921,25.54208062,over weight
Male,59,189.7520944,62.66586714,17.40435357,mild thinness
Male,43,194.481403,99.15812234,26.21634458,over weight
Male,42,174.5581482,88.62058865,29.08401623,over weight
Male,55,196.4982148,81.82605125,21.19211858,normal
Male,46,193.7504938,109.715334,29.22682865,over weight
Male,58,191.5243784,51.79029769,14.11888121,sever thinness
Female,44,154.8166226,67.0557313,27.97697312,over weight
Female,61,180.6213072,109.9988711,33.71710406,severe obese
Male,23,190.9007925,90.59388963,24.85898795,normal
Male,64,176.2333624,100.1197968,32.23618987,obese
Male,56,193.4242851,78.1270049,20.88234058,normal
Male,59,173.1769233,50.40320378,16.80653187,moderate thinness
Female,48,181.7931114,51.98132363,15.72868767,sever thinness
